product,tag,review
이즈앤트리 히아루론산 워터 미스트,"복합성에 좋아요, 보습에 좋아요, 보통이에요","복합성 피부 기준으로 사계절 내내 사용하기에 좋은 미스트 제품이라고 생각합니다. 물론 여드름성 피부나 유분이 많은 극지성 피부, 많이 건조한 피부 같은 경우에는 피부타입에 따라서 유분감이 부족하거나 넘치는 상황이 있을 수 있으나 T존부위는 유분이 생기고 U존부위는 건조한 복합성 피부를 가진 분들에게는 정말 최고의 제품이라는 생각이 듭니다. 물론 개개인마다 외출시에 가지고 다니기에는 조금 큰 사이즈라고 생각할 수도 있겠지만 저에게는 이정도의 사이즈가 외출시 챙겨다니기에 딱 적당한 크기라고 생각하고 사용하는데에 전혀 불편함이 없었습니다. 그리고 자외선차단제를 발랐을 때는 물론이고 메이크업을 한 얼굴에 직접 분사해도 메이크업이 지저분하게 무너지거나 하는 일이 없어 안심하고 수시로 뿌릴 수 있는 점도 만족스럽습니다."
이즈앤트리 히아루론산 워터 미스트,"복합성에 좋아요, 보습에 좋아요, 자극없이 순해요","날씨가 이제 아침 저녁 뿐만아니라 한낮에도 온도가 높지않아 많이 추워졌는데 이렇게 추워지고 건조해지는 날씨에 필수적으로 챙겨야할 제품이 미스트라고 생각합니다. 일단 오일층이랑 분리되어있는 오일미스트가 아니라서 유분감이 과하지않아 수시로 뿌려도 기름지지 않고, 수분감만 많은 물같은 미스트도 아니라서 뿌려도 건조한 워터미스트보다는 보습감이 좋아서 복합성피부가 사계절 사용하기에 좋은 제품이라고 생각합니다. 그리고 미세 안개분사력이라 메이크업 후에도 신경쓰지 않고 수시로 뿌려도 메이크업이 망가지거나 무너지는 제품도 아니기 때문에 외출할때 가방에 챙기고 다니기에 적합한 미스트인 것 같습니다. 꾸준히 사용한다면 피부의 유수분 밸런스를 잘 조절해서 피부 컨디션을 끌어올리는 역할을 할 수 있을 것으로 기대됩니다."
이즈앤트리 히아루론산 워터 미스트,"복합성에 좋아요, 보습에 좋아요, 보통이에요","사계절 내내 필수적으로 필요한 제품이 미스트라고 생각합니다. 겨울에는 스킨케어로 부족한 보습을 채워주거나 중간중간 다시 보습을 해야 할 여유나 상황이 안될 때 임시방편으로 미스트를 급하게 뿌려두는 것만으로 어느정도의 기본적인 보습은 충족시켜주는 것 같아 매우 유용하다는 생각이 듭니다. 그리고 겨울 뿐만아니라 더운 여름철에도 강한 자외선에 피부가 자극받거나 장시간의 야외활동으로 피부에 열감이 느껴질 때 뿌려주면 즉시 피부의 온도을 낮춰주면서 즉각적인 진정효과를 볼 수 있기때문에 정말 없어서는 제품, 꼭 챙겨야할 제품이라고 생각합니다. 특히 이즈앤트리 미스트는 남녀노소 어떤 피부타입이 써도 무난하게 유수분 밸런스를 조절하여 보습력을 채워줄 수 있는 제품이라는 생각입니다. 꾸준히 사용하면 효과가 많은 제품이라 단종이나 리뉴얼되지 않았으면 하는 바람이 있습니다."
이즈앤트리 히아루론산 워터 미스트,"복합성에 좋아요, 진정에 좋아요, 자극없이 순해요","추천을 받고 구입했습니다
환절기엔 피부가 예민해지고 건조해지기 때문에 수시로 미스트를 뿌리고 밤에는 팩을 해주는게 좋다고 하더라구요 그래야 피부가 계절변화를 크게 못느낀다구요

제가 미스트를 고른 기준은
첫째, 가연성용기가 아닐것
둘째, 아벤* 보다는 보습이 있되 오일미스트는 아닐것
셋째, 곱게 분사될것
이런 기준으로 골랐어요

분사력은 사실 가연성 스프레이가 아주 곱고 잘 흩뿌려지는데 이 제품은 비가연성인데도 전혀 부족함없이 곱게 뿌려져서 좋았구요
순수한 물은 아니고 히알루론산같은 보습력이 들어있지만 워터스프레이와 비슷하게 가벼운 촉촉함입니다 전혀 무겁거나 끈적임없는 수분감이에요

휴대용으로 쓸 50ml정도의 소용량이 없다는 점
또 세일아닐때는 가격이 너무 비싸다는 점이 단점이네요 1+1행사라도 가끔해주면 좋겠습니다"
이즈앤트리 히아루론산 워터 미스트,"복합성에 좋아요, 보습에 좋아요, 보통이에요",코로나로 인해 마스크를 계속 착용해서 그런지 마스크가 피부에 닿으면서 얼굴에 발라놓은 보습제품이 지워지거나 흡수되버려서 정성들여 해놓은 스킨케어가 소용이 없어지는 경우가 많이 생겼습니다. 그럴때마다 밖에서 에멀전같은 보습제품을 손으로 바르기는 부담스럽고 불편한 점이 많은데 이런 경우에 간단히 미스트를 휴대하고 다니면서 틈틈히 뿌려서 보습을 해주면 정말 손쉽게 피부 유수분 밸런스를 맞춰줄 수 있는 것 같습니다. 피부가 건조한 편이라 에어컨이 계속 틀어져 있는 환경에서는 약간 부족한 느낌도 들지만 평상시에는 딱 적당한 보습력을 가지고 있는 미스트라고 생각합니다.
이즈앤트리 히아루론산 워터 미스트,"복합성에 좋아요, 보습에 좋아요, 보통이에요",아침 세안 후 또는 저녁 클렌징 이후 스킨케어를 하기 직전에 얼굴에 미스트를 적당량 뿌려주면 세안 후 피부에 남아있는 수분감이 중발하지 않도록 도움을 주는 역할과 어느정도의 기본적인 보습을 채워줄 수 있는 효과를 얻을 수 있는 미스트라고 생각합니다. 외출 후 자외선에 많이 노출되어 열감이 느껴지는 자극받은 피부에 사용해주면 약간의 진정효과도 느껴지고 쿨링감도 느껴져서 여름에 사용하기에도 정말 알맞는 제품이라고 생각합니다. 물론 많이 건조한 피부에는 보습감이 조금 부족할 수는 있지만 복합성부터 중건성 피부까지는 충분히 만족할만한 미스트인 것 같습니다.
이즈앤트리 히아루론산 워터 미스트,"복합성에 좋아요, 보습에 좋아요, 보통이에요",요즘 기온이 많이 올라감에 따라 날씨가 계속 더워지고 있어서 강한 자외선에 의해 피부가 자극을 많이 받고 열감이 느껴져서 불편함을 느끼는데 그때마다 사용하면 피부 진정에도 효과가 있고 적당한 보습감도 채워 줄 수 있어서 정말 사용하기 편하고 좋은 제품이라는 생각이 들었습니다. 다만 아쉬운 점이 있다면 집에 두고 쓸 대용량의 제품이 나오면 좋겠다라는 생각은 들었습니다. 지금 용량은 가방에 넣고 다니면서 휴대하기에는 좋은데 집에 두고 사용할 때는 너무 빨리빨리 사용하는 거 같은 느낌이 들기 때문입니다. 한 여름에도 충분히 부담스럽지 않게 사용할 수 있는 미스트라서 꾸준히 사용할 생각입니다.
이즈앤트리 히아루론산 워터 미스트,"복합성에 좋아요, 보습에 좋아요, 보통이에요",매일매일 세안 후에 스킨케어를 하는데 제 피부에 맞춰서 스킨케어 루틴을 짜도 뭔가 부족하다는 느낌이 들 때 찾게되는 제품이 미스트라고 생각합니다. 그렇기 때문에 정말 없어서는 안 될 필수품이라고 생각하고 늘 다 사용하기 전에 구비해놓으려고 하는 편입니다. 복합성의 피부를 가지고 있어서 너무 오일리한 무거운 사용감의 건성용 미스트는 사용하기가 부담스럽고 여드름 등의 트러블도 걱정이 되기 때문에 선택의 제약이 있었는데 이즈앤트리 미스트는 그런 복합성 피부가 사용하기에 딱 적당한 보습과 함께 예민해진 피부의 진정을 도와주는 것 같아 매우 만족스러웠습니다.
이즈앤트리 히아루론산 워터 미스트,"복합성에 좋아요, 보습에 좋아요, 보통이에요","날씨 변화와 일교차가 심한 환절기는 물론이고 추운 겨울에도 필수적으로 챙겨야할 아이템이 미스트라고 생각하는데, 계속 꾸준히 사용하다보니 정말 없으면 마음이 불안해지는 그런 제품이 된 것 같습니다. 화장하지 않은 쌩얼은 물론이고 메이크업 이후나 자외선 차단제만 바르고 피부가 건조할 때마다 수시로 뿌려주면 딱 적당한 수분공급과 보습이 가능하며 자극받은 피부의 어느정도의 진정효과와 달아오른 피부에 열을 식혀주어 피부온도를 살짝 내려주는 효과까지 있는 것 같다는 생각이듭니다. 심한 건성이나 악지성 피부를 제외하고는 어떤 타입의 피부에도 잘 맞는 제품이라고 생각합니다."
이즈앤트리 히아루론산 워터 미스트,"복합성에 좋아요, 보습에 좋아요, 보통이에요","요즘같이 아침 저녁으로는 쌀쌀하고 낮에는 더운 환절기 날씨에 필수적으로 챙겨야할 제품이 미스트라고 생각하는데 사용감이나 보습력이 너무 오일리해서 트러블 걱정을 해야하는 미스트도 아니고 물론 건성피부에게는 그런 제품이 효과가 있겠지만 저에게는 맞지 않는 제품인 것 같고, 너무 산뜻해서 보습력이 전혀 없는 물같은 미스트도 아니라서 복합성인 제 피부에 정말 잘 맞는 제품이라고 생각해서 계속 꾸준히 사용하고 있는 것 같습니다. 메이크업 후에 뿌려도 화장 무너짐도 없고 쌩얼은 물론 세안하고 나와서 그 직후에 바로 뿌려도 기본적인 보습를 채워주는 똑똑한 미스트입니다."
이즈앤트리 히아루론산 워터 미스트,"지성에 좋아요, 보습에 좋아요, 자극없이 순해요","제가 이 미스트를 구매하게된 제일 중요한 이유는 알란토인 성분이 들어가있기 때문이랍니다!

피부 타입이 수부지인 저에게는 무엇보다도 잘 맞는 성분 중에 하나입니다. 그래서 항상 체크하고 구매하는데 이즈앤트리 미스트에 딱 들어가있더라구요. 게다가 세일까지 하고 있어서 바로 구매해버렸습니다😭👍

안개분사 타입이라서 고르게 잘 분사됩니다. 근데 한 번에 나오는 양이 조금 약한 것 같습니다. 그래서 분사 할 때 5초는 누르고 있어요😭 분사될 때 다 괜찮지만 양이 조금 아쉽다? 이거 빼고는 마음에 들어서 다음에 또 재구매 할 것 같아요~ 많이 뿌려서 일찍 동난다고 해도 가격이 착해서 좋아요🔥🔥"
이즈앤트리 히아루론산 워터 미스트,"복합성에 좋아요, 보습에 좋아요, 보통이에요",겨울이 지나고 일교차가 많이 나는 환절기가 되니 필수적으로 필요한 제품이 미스트가 된 것 같습니다. 실내는 난방때문에 건조하고 밖은 건조한 날씨 때문에 항상 피부가 당기고 자극을 많이 받아 붉어져 있는 경우가 많은데 그럴때마다 수시로 뿌려주면 피부가 안정되고 자극이 진정되는 것 같아 만족스러운 제품입니다. 환절기에 더 필요한 제품이라서 세일하는 동안 여유있게 구매해 놓아서 다행입니다. 메이크업 위에 뿌려도 화장이 무너지거나 망가지지 않는 것이 이 미스트의 가장 큰 장점이라고 생각합니다. 이렇게 분사력이 좋은 미스트로 계속 출시되었으면 좋겠습니다.
이즈앤트리 히아루론산 워터 미스트,"지성에 좋아요, 보습에 좋아요, 자극없이 순해요","재구매템입니다
다른사이트에서 세일할때 샀다가 올영세일시 4개 쟁여둠 올영세일시 가격제일 착함
예전에는 피부메이크업시 미스트는 항상 언제나 나와함께 했지만 코로나때문에 마스크착용후 파데프리한지오래..
요새는 아이메이크업만
작년 가을부터 부쩍 얼굴이 건조해서 미스트를 다시
다른 수분미스트들도 써보았으나 트러블이나 두드러기가 올라와서 다 실패
이즈앤트리 제품은 토너로 먼저 써보아서 내 피부타입에 맞아서 미스트도 선택하게됨
피부타입은 지성.수부지.민감.입주변좁쌀.뾰루지하나씩
미스트는 분사력=흡수력
이즈앤트리 미스트는
입자가 정말작고 고운 안개분사
입자가 작은만큼 흡수력도 빠르고 얼굴전체에 고르게 잘 분사됨
제일 중요한 수분감.보습감도 Good
확실히 히알루론산이 함량되어서인지 너무 만족스러움
민감피부여서 쪼금이라도 안맞는 성분이 있으면 바로 트러블이나 두드러기가 올라오는타입이나 이 제품 쓰고선 전혀 트러블없었음
미스트는
세안후 물기 제거후 바로~
아무때나 건조하다싶음 바로~
파데프리해서 피부메이크업시 사용해보진않았지만 그전에 많은 수분미스트를 써본 결과 메이크업시에도 수분감 빵빵할듯
지성피부라 오일미스트는 사용안함
지금까지 수분미스트로써 정말 이즈앤트리 제품이 Very Good!
Tip
마스크때문인지 입주변만 좁쌀.트러블.뾰루지ㅠ
마스크 착용후 땀이나 습기찼을때 티슈로 기름종이 사용하듯 찍어내듯이 닦아낸후 바로 미스트 쏵~
다시 수분크림살짝 썬크림 노세범파우더로 마무리
이런식으로 해주니깐 좁쌀도 들어가고 트러블.뾰루지 횟수도 줄어듬
꼭 한번 해보시길"
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 자극없이 순해요","* 효과 : 일반 미스트랑 달라요! 크림미스트라는 이름처럼 확실히 얼굴에 도포하면 유분기가 느껴집니다. 그래서 좋아요. ㅎㅎ 저는 건성이라 가을, 겨울에 이런 미스크 수시로 뿌려주면 안 건조하더라구요.

* 분사력 : 곱게 나와요! 아주 부드럽게 나와서 얼굴에 균일하게 뿌려집니다. ㅎㅎ 근데 뭔가 치익~하고 끝나서 한번에 3번 정도 뿌려주는것 같아여!"
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 자극없이 순해요","너무 잘 쓰고 있어요. 좋은제품,저렴한가격,맘에듭니다"
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 자극없이 순해요","올영에 파는 미스트중에서 제일 촉촉할듯해요!
건성들이 쓰기 좋아용"
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"복합성에 좋아요, 진정에 좋아요, 자극없이 순해요","피부가 좀 뒤집어져서 울긋불긋 난리가 아닌 상황...
얼굴에 뭐가 많이낫구.
진정과 보습이 매우 시급한때였어요.😭

그래서 미스트 이것저것 사용해보고 땡기는걸로 사려고
올리브영 매일 지나면서 4-5개 제품 매일 뿌리고 출근 ㅎㅎ

그러다가 이 제품이 뿌리고 나면 광이나고
보습도 좋고. 진정도 되고 피부코팅이 되는것 같이 좋았어요
그래서 구매하고 쓰는 ㅎㅎㅎ
제가 예전에 라네즈 우유스킨 좀 오래썼는데
그런느낌ㅎㅎㅎ
이건 진짜 광나고 보습에 좋은!!!!"
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 자극없이 순해요","진짜 세밀한 미세 안개분사라서 화장 무너지거나 지워질일 없고 얼굴 고루고루 얇게 뿌려져서 좋더라고요
지성이나 복합성한테는 유분기가 과할수있을것같아
우선은 건성, 악건성 분들한테 추천해용"
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 자극없이 순해요","여름 계절 빼고는 나머지 삼계절 내내 늘 쟁여두고 사용하는 미스크예요 겨울에는 특히 정말 많이 사용해요
엄청 건조한 피부여서 미스트를 뿌리면 금방 건조해져서 오히려 미스트를 안 사용하게 되었는데 에스트라 미스트를 사용하면 그 건조함이 완전히 해소가 되어서 너무 좋아요"
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 자극없이 순해요","에스트라 미스트는 제 인생템이라서 정말 많이 사용했어요
겨울에는 무조건 3개 정도 쟁여놔야하는 템이여서 늘 끼고 사는데
활용도도 너무 좋아요
특히 건성인 피부에는 정말 필수템 정도로 끼고 살아요
토너로 사용하거나, 퍼스트에센스로 사용하거나, 다른 크림 제형의 제품을 바르기 귀찮을 때 듬뿍 뿌려서 대체 할 수도 있어요
정말 마음에 들어요 앞으로도 계속 지속적으로 꾸준히 쓸 템입니다"
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"복합성에 좋아요, 보습에 좋아요, 자극없이 순해요",처음에는 분사력이 왜이러나 싶었는데 쓰다보니 적응은 됐어요. 세안하고 바로 뿌리는데 보습에도 좋아요.
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 자극없이 순해요","에스트라 세라히알 앰플을 구매하면서 같이 구매했었어요 매장에서 테스트 했을 때 안개분사라 분사력에 놀랐고 크림에 성분을 그대로 담았다고 해서 구매했던 거 같아요🤩

근데.. 좋은건 알겠는데 저랑은 안 맞아요 진짜 극건성 분들이 써야 할 거 같아요 가볍게 스킨케어 전 부스터 처럼 사용하기에는 일반적인 미스트보다 무겁습니다..

다른 구매자 분들 참고하시길 바라며 ..! 리뷰 남겨봅니다."
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 자극없이 순해요",조금 가름짐…메이콤 하고 뿌리면 진짜 기름광되서 걍 짐에서 보습으러 써주고았음 나쁘지않다👍👍
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 자극없이 순해요","저는 겨울에는 이거 없이는 못 살더라구요
겨울엔 2-3통은 기본으로 사용합니다
토너 댜용, 퍼스트에센스대용, 귀찮은 날엔 보습제를 따로 바르지 않은 날도 있어요 그정도로 너무 용도가 다양하고 그만큼 보습이 잘 되어서 정말 만족합니다
특히 미스트를 뿌릴 수록 건조하다고 느끼시는 분들에게 정말 추천해요 크림 미스트 이기 때문에 이건 뿌려도 날아가지 않고 피부 속과 겉에 보습이 그대로 남아있거든요.
오히려 얘기합니다.
너무 자주 뿌리지마세요 얼굴에 광이 너무 많이 흘러내릴 수듀 있어요 ㅎㅎ"
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 자극없이 순해요","꿀광을 내는 내 킥이었던 제품이었어요
한동안 미스트 안쓰다 요즘 이마는 광을 좀 살리고 싶어 구매했습니다.

매일 산뜻하게 마무리하거나 파우더를 하다
미스트를 수분공급전용이 아닌
마무리 용으로 사용하니
머리카락이 달라붙는게 오랜만에 좀 불편하더라구요

그리고 전보다 세일해도 가격이 올랐네요

이 제품은 가벼운 물제형이 아니라
이름 그대로 크림미스트에요
뿌리면 반짝입니다.
그래서 피부 좋은분들 뿌리면 굉장히 건강해 보이게 연출되기도 하고
건조함도 잡아주고 좋아요

요즘은 모공이 넓어지고 아무래도 산뜻하게 마무리 하다 보니
오랜만에 재사용해서 그런지 뿌리고 마스크 낄때도 있고 하니
화장 유지가 잘 안되서
화장하기전 기초로 뿌리고 있어요

크리미한 느낌이라 충분히 두드려 주어야 합니다.
전 크림전에 뿌려주는데요
약간 오일리한 느낌이 있어
크림전 흡수를 덜 시키니 밀리더라구요
첨 느껴봐서 충분히 손으로 두드려줍니다.
그리고 크림 바르니 보습은 좋아요.
흡수는 글쎄요 빠르게 되는건 아니에요
충분히 두드려야 합니다.
보통의 아벤느 미스트는 공기처럼 사라지는데 이건 아니에요

픽싱용으로도 전엔 어떻게 사용한건지,
피부 건강할때는 괜찮았는데
레이저후 예민해진 피부에는
별로에요. 원래 가벼운 비비크림 정도로 마무리 하고 미스트 뿌리는걸 좋아했는데 손으로 잘못 만지면 밀리더라구요
그래서 요즘엔 아침에도 패스하고 저녁에 보습용으로 씁니다."
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 자극없이 순해요",사무실에서 건조할때 보통 미스트를 한번 뿌려주고 수정화장을 하기도 하는데 좀더 촉촉한 게 있으면 좋겠다싶어서 구매했습니다. 워낙 이 브랜드를 좋아하는데 이번 미스트도 좋았으면 해요
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"지성에 좋아요, 보습에 좋아요, 자극없이 순해요",매장에서 테스터로 우연히 사용해봤는데 너무 촉촉하고 바로 흡수되서 구입했습니다 좋아요
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 자극없이 순해요","좋아요 ㅎ
집에서 수시로 뿌려주기 좋아요!
세안하고 나서도 물기 제거 안 하고 바로 한 번 뿌려줘요!!
건조해지기시렁><"
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 보통이에요",지성한테는 너무 무겁게 올라가는 편이라서 잘 손이 안 가는 것 같아요
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"복합성에 좋아요, 진정에 좋아요, 보통이에요","벌써 세통째 쓰고있어요~
분사력이 좋아 많은 양이 뿜어져 오래오래 쓰진 못하지만 그만큼 보습력 좋고 촉촉하게 해줘요~"
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 자극없이 순해요",분사 잘되고 슌허고 쀼리면 모리가 기름질정도로 촉촉헌 것 같숩니당
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 자극없이 순해요","얼굴에 고르게 분사되는데 에스트라 라인 중에서는
가장 오일리한것 같아요!!!
건성 타입 아니면 오히려 유분기 더 생길듯 합니다ㅠ"
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 자극없이 순해요","씻고 나와서 바로 뿌려주기 조와요
아주 쏘 베리굳이에영
완저니 짱"
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"복합성에 좋아요, 진정에 좋아요, 보통이에요",잘 사용하고 있습니다 건조할때도 뿌려주고 레이저 맞고도 잘 뿌려주고 잇어요
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 자극없이 순해요",토너 대신 사용하고 있어요 닦토하기엔 너무 아까워서 얼굴에 바로 싹 뿌리고 크림 발라주면 촉촉한거 같아요
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 보통이에요","미스트 매장에서 테스트후에 구매하게 되었어요
건성이라, 촉촉한 미스트를 찾고 있었는데 이제품이 눈에 들어 오게 되었어요~
촉촉하고 분사력도 좋고 미스트 케이스도 튼튼하니 휴대하기 좋아요~ 건성 피부에 좋은 미스트 원하시면 한번 써 보세요~"
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"복합성에 좋아요, 진정에 좋아요, 보통이에요",끈적임 없이 좋고 뿌리면 상쾌감이 들어서 좋아요 상쾌합니다
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 자극없이 순해요","이 미스트는 세라마이드 성분이 함유되어 있어 피부 보습에 탁월합니다. 안개 분사 방식으로 피부에 고르게 분사되어 메이크업 전후로 사용하기 좋습니다. 피부 진정과 보습에 효과적이며, 민감한 피부에도 자극 없이 사용할 수 있습니다. 휴대하기 편리하여 외출 시에도 수시로 사용할 수 있어 만족스럽습니다. ￼ ￼ ￼"
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 자극없이 순해요","극건성에게 추천!!!
재재재구매 해서 사용중인데 순하고 오일리 해요
몰랐는데 이제 뚜껑도 열려서 덜어 다니기도 좋더라구요
극건성은 만족 할거예요"
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 자극없이 순해요",건성과 민감한피부여서 에스트라 제품을 주로 사용하고 있어요. 만족하며 사용중입니다
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 자극없이 순해요","피부에 예민한 남편이 거의 사용중인데
크게 자극없이 촉촉하니 좋아요
매일 선크림휴 분사하여 물광피부같이 외출해요"
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 자극없이 순해요",끈적이지 않는 보습 미스트 찾으신다면 이 제품입니다 안에 크림 들어있어서 보습력이 상당해요
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 자극없이 순해요","무난무난하게 쓰기좋음
씻고나와서 바류 뿌려주기 좋아요
진정도 되는느낌?"
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"복합성에 좋아요, 보습에 좋아요, 자극없이 순해요","뿌리기만 하면 되서 남편이랑 같이 간단하게 사용하고 있습니다.
보습이 자극없이 빠르게 되서 매번 사고있어요."
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 자극없이 순해요","수부지 말고 건성 완전 사하라 피부일 때 쓰면 좋을듯
수부지는 기름이 올라오고 조금 아쉬운 느낌이 있어요
건성한테 추천"
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"복합성에 좋아요, 보습에 좋아요, 자극없이 순해요",스킨케어 후 건조해졌을 때나 자기 전 뿌려주면 촉촉하고 좋습니다
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"복합성에 좋아요, 진정에 좋아요, 보통이에요","수정화장할때 미스트뿌리고 촉촉하게
쓰기좋아요~~ㅎㅎ"
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"복합성에 좋아요, 보습에 좋아요, 자극없이 순해요",얼굴 건조할 때 뿌리려고 샀는데 잘 쓰고 있어서 좋아요ㅎㅎ 아무때나 뿌리기 좋아요
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 자극없이 순해요",더워지는 날씨에 쓰기엔 좀 묵직하긴 한데 그래도 귀찮을 때 세수하고 이거만 대충 찹찹 뿌려줘도 안건조해용!
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"복합성에 좋아요, 보습에 좋아요, 자극없이 순해요","순하고 가볍게 사용하기 좋아서, 항상 갖고 다니는 소중한 미스트에요"
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 자극없이 순해요",제가 느끼기엔 제품이 너무 좋아요 ❤️🎉❤️재구매 의사 완전 있어요
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 자극없이 순해요",엄마가 건조하다고 해수 사드렸는데 무난히 잘쓰시더라고요
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 진정에 좋아요, 보통이에요",사용하면 눈이 따갑고.. 보습력은 딱히... 그리고 분사가 너무 물총처럼 발사됨
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 보통이에요","피부타입 : 수부지+초민감성

장점 : 일단 건성타입 아니면 요 미스트 하나로만 스킨케어 끝내도될거같아요 그만큼 정말 촉촉하고 보습감 장난아니에요,분사형이라서 손이 피부에 직접 닿지않아서 피부에 자극도 줄여줘요!분사도 잘돼서 좋습니다 ㅎ

단점 : 제 피부가 세라마이드랑 조금 안맞긴하지만 저한텐 넘 기름지고 답답했어요 촉촉한느낌과 동시에 미끌거리고 피부겉에 남아있는느낌....? 건성피부아니면 힘들지않을까 하는 생각이 들었습니다

총평 : 세라마이드 잘맞거나 건성이라면 휘뚜루마뚜루 수시로 뿌려주기 정말 좋을듯합니다 !!"
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"복합성에 좋아요, 보습에 좋아요, 자극없이 순해요","수부지+민감 피부인데도 기초 어느 단계에 써도 촉촉함을 배로 유지시켜주는 템
분사력 좋고 순해서 좋음"
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"복합성에 좋아요, 진정에 좋아요, 보통이에요",집에서 건조할때 분사하고 있습니다 좋아요ㅋㅋㅋㅋ 건성인편인데 딱 좋은것 같아요
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"복합성에 좋아요, 보습에 좋아요, 자극없이 순해요",피브 보습에 괜찮은것 같아요. 세안 혹은 샤워 후 보습을 위해 사용중입니다.
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 자극없이 순해요","크림 미스트 겨울에 크림과 함께 사용하시면 좋습니다! !! 베이스가 더 잘 어울려요. 평상시에도 정상적인 스킨케어를 위해 사용할 수 있습니다. 예를 들어, 난방실의 공기가 건조할 때 한번 뿌려주면 피부 건조를 완화할 수 있습니다."
[안개분사미스트]에스트라 아토베리어365 크림미스트 120ml,"건성에 좋아요, 보습에 좋아요, 자극없이 순해요","겨울이 잘어울리는 미스트인데. 건조할때 좋아요..
실내가 많이 건조해서 자주손에
갑니다"
